# Px, Py, Pz
4.860560 4.612220 1.081110
5.061010 3.713340 -0.333539
5.911170 4.272340 0.285645
5.468290 3.841740 0.692494
5.932360 3.763340 1.423970
6.430740 2.915740 1.809620
6.512110 3.656120 1.314630
5.675100 3.087800 0.542881
5.859030 2.865320 0.404729
5.830640 2.478390 0.430583
7.443210 2.500850 0.358960
6.904550 1.388360 0.514083
6.604070 0.838273 -1.004830
6.993540 -0.784863 -1.124340
7.053300 -0.955662 -1.022200
8.006430 0.132652 -2.252080
7.421580 0.230552 -1.053980
5.897600 1.072640 -2.035090
6.694350 0.523818 -1.455760
6.233680 0.628922 -0.472115
5.805640 0.502628 -1.043840
8.272580 -0.238184 -1.465510
9.089660 0.665800 -0.904813
8.725610 0.023304 -1.447720
8.657390 0.069087 -2.160520
8.169170 0.537796 -2.820390
9.287580 0.777248 -2.976340
8.780280 0.566617 -3.327250
8.761650 -0.244535 -3.095860
7.302070 0.475935 -2.535590
8.053900 0.611117 -3.352690
7.470740 1.292590 -3.375140
8.528970 1.587560 -3.637060
6.462530 1.294280 -4.641880
8.576860 1.413370 -4.685540
8.751900 0.665783 -5.343270
7.679260 0.156389 -5.376740
8.136540 1.295980 -5.976850
8.211130 1.718090 -5.900140
7.991590 2.050770 -6.541350
7.764870 1.598150 -6.501940
7.577120 1.947780 -7.177040
5.942100 1.749450 -8.398870
6.909630 1.431160 -7.308860
6.041270 3.284030 -8.300980
6.527370 2.902610 -10.928900
6.774870 2.819120 -11.392200
6.801990 3.760800 -11.252300
7.691970 2.907270 -10.014000
8.303090 2.536020 -11.204400
8.119590 2.577130 -10.475900
8.123400 2.700460 -9.490160
7.377510 2.352940 -9.749930
7.100340 1.643490 -10.752700
8.013210 2.447020 -10.980700
6.552790 3.026780 -9.775790
6.981260 1.983810 -8.998550
6.574830 2.689010 -7.591950
6.975320 1.332420 -7.864020
5.065690 2.257570 -8.473030
6.200620 1.723580 -7.959390
5.801820 1.328610 -7.791570
6.731210 0.324209 -6.711720
6.237060 2.666970 -7.088050
6.615520 0.600110 -6.055260
7.458030 0.141541 -6.475660
5.750970 -0.474661 -7.397000
6.356160 0.883206 -6.095520
5.519990 0.330131 -5.926410
5.446260 -0.357695 -5.872600
5.653490 -1.593920 -7.370300
5.723430 -1.119680 -7.050340
5.745880 -2.622060 -6.676120
5.266140 -1.463810 -7.812330
4.302840 -0.289885 -6.845220
4.632140 -0.038992 -6.862590
4.849120 0.239442 -6.918540
4.178670 0.712830 -7.526700
2.877610 0.470420 -7.839880
1.967690 0.211473 -7.044830
3.134850 -0.301731 -6.267570
1.966850 0.580177 -7.619930
2.892440 1.518470 -8.241210
1.809200 1.677400 -7.815300
2.099500 3.477710 -7.162640
2.257580 3.277240 -7.643650
3.083140 3.296320 -6.079830
2.175780 1.392600 -6.619330
1.870230 1.337510 -6.305720
2.207570 0.397109 -5.028390
1.701140 1.441770 -4.679180
1.851590 0.906502 -5.881500
1.391760 0.486528 -5.850130
2.473720 1.654520 -5.726380
1.608320 2.732660 -5.712830
2.605120 1.832100 -6.085780
3.823940 3.339530 -5.887430
3.669270 4.001960 -6.617640
4.329120 3.270040 -5.167820
4.029910 4.725380 -4.370660
4.396920 3.972710 -4.040080
3.428120 4.517710 -4.972860
2.892010 4.150700 -5.311490
1.880820 4.710540 -3.938800
1.697730 3.257740 -3.851070
1.684180 3.847670 -3.164940
1.069670 4.214690 -3.612470
1.197240 3.552720 -3.534910
1.975750 3.583650 -3.500580
-0.044070 3.021690 -3.305220
-0.543727 2.837350 -2.703000
0.647555 3.745970 -2.798770
1.549400 4.388020 -2.690280
0.527631 3.724360 -4.259200
1.975340 4.018470 -3.569240
2.271990 3.276410 -3.485760
1.237920 3.373880 -3.180630
2.602140 2.325390 -3.151380
2.740300 0.931940 -2.922530
1.785470 2.896660 -3.535760
1.864710 2.663570 -2.160110
1.621040 2.288100 -2.886070
1.584590 2.853010 -3.765880
1.371410 3.039500 -2.386420
1.868530 3.143330 -2.254200
0.232248 2.917860 -2.700450
-1.121800 3.726480 -2.917440
0.472543 4.316400 -2.353360
1.076030 6.502360 -2.057550
0.294542 6.525250 -1.166720
1.426510 6.927020 -1.697320
1.239620 6.687140 -1.210370
0.678934 6.087040 -1.093410
0.662403 5.199180 -0.576367
1.216720 5.942100 -0.840396
1.411680 5.286910 -0.912439
1.594750 4.851230 -1.104000
0.968811 5.035170 -1.820650
1.448970 4.458800 -2.050340
-0.129688 4.730030 -1.882950
-0.136465 3.904890 -0.773433
-0.290305 2.964490 -2.690700
0.042805 4.528730 -2.924220
-0.229271 3.255630 -3.934980
-0.798015 3.942190 -5.130090
-0.263184 4.207910 -4.251150
-0.456855 5.246660 -4.761820
0.191556 4.080340 -4.259190
-0.415744 4.514320 -3.398450
-0.192404 2.817840 -2.776310
-0.943386 2.508050 -2.779710
-1.751580 2.248690 -2.092720
0.884896 3.173420 -1.529070
0.836580 2.416510 -2.183830
0.262337 2.475840 -0.870068
0.191137 2.082120 0.286918
1.548980 2.281740 -1.026870
2.268180 2.925910 0.343279
1.090020 2.997540 0.539921
1.330310 3.643820 0.239450
1.696470 1.912610 1.300230
1.296400 1.879990 0.895492
3.429390 2.855560 1.282420
2.368190 4.078240 -0.333102
2.343190 3.910830 0.920904
2.880560 3.496780 -0.577215
3.877770 5.186890 0.664948
3.078910 4.160450 1.293440
2.510160 3.384470 1.704530
2.022800 3.395480 2.613570
2.458030 5.222490 2.948380
1.982530 6.073910 1.490070
2.319030 6.223500 3.649340
3.664600 7.173240 3.267490
2.372440 7.470330 3.581110
2.396170 7.771640 2.988630
3.273440 7.675010 3.149260
3.158580 7.597040 4.376150
3.126790 6.248520 2.372430
2.487710 5.693760 3.445070
1.974070 6.221390 2.388960
1.698170 5.354720 2.850920
2.975080 4.571970 1.987210
2.230890 4.413030 1.309540
3.901930 5.272920 0.322514
2.462280 5.157650 1.515500
2.280890 4.847840 1.337080
2.692410 4.441850 1.374800
2.103750 4.249870 1.007370
2.314790 4.617730 2.195710
3.102640 3.472620 2.029160
1.849890 4.742320 1.767660
1.678680 3.657810 0.550529
0.988305 3.144590 1.901590
2.395320 2.839460 0.962029
2.707670 3.370480 0.413625
2.340220 2.986940 -0.265718
2.695370 2.945400 -0.766230
2.525430 2.489400 -1.207830
1.840580 2.733090 -1.909220
2.335990 1.552380 -3.589160
1.722750 1.405740 -2.944570
1.531620 3.014490 -2.006270
0.080099 2.798340 -2.905150
1.320130 3.337430 -3.195870
1.445570 3.311570 -3.239950
1.738430 1.227750 -2.915730
2.793690 2.683500 -3.527710
2.348280 1.508300 -2.612310
3.022970 0.898875 -2.142310
3.113670 2.050770 -1.623150
3.855310 1.265060 -1.590520
3.008980 2.403350 -2.254620
2.135100 1.526100 -1.467190
2.889900 3.566280 -1.695200
2.389390 3.325980 -1.962620
1.958390 3.746390 -0.552216
2.829720 2.566530 -0.080093
2.374550 4.174850 -0.838281
2.639420 3.277250 -0.065694
0.720887 2.858950 -0.179260
0.190708 2.195280 1.369300
1.477380 1.696470 0.848441
1.092980 2.238510 1.351070
1.357000 3.114510 0.910332
1.376500 2.937350 0.343712
1.922360 1.992280 0.522550
0.668759 3.139510 1.506190
1.749870 1.254040 1.192990
1.219270 1.622300 0.907355
1.872760 2.608920 1.419720
2.746230 3.540440 1.903710
2.737750 2.747070 1.834630
2.892440 2.678840 1.387940
4.121460 1.653670 1.299790
4.511360 2.379210 1.340480
4.800800 1.744360 1.823620
4.469390 0.622990 2.329210
5.276310 0.958210 1.211230
3.943470 1.888450 0.639938
3.793850 2.084680 0.953136
2.816990 1.740130 0.825137
2.519070 -0.188589 -0.795473
1.782500 2.210970 0.045351
1.750300 2.033400 0.389898
2.105440 3.640020 -0.773853
2.755550 2.719100 -2.101200
3.106030 1.359980 -2.775470
3.339540 2.171970 -2.839870
3.323440 2.578400 -2.915750
4.370660 2.741990 -2.727580
3.907850 1.715550 -3.039920
2.525430 2.045680 -2.327930
3.585770 1.441340 -3.552300
3.773090 1.488810 -5.132220
2.496180 1.443050 -4.705450
2.691980 1.902860 -3.978640
2.897520 2.006700 -2.735640
4.421510 2.934810 -2.899640
3.882850 2.493640 -2.567800
3.001780 1.990160 -3.951080
3.100100 2.131280 -2.769520
3.580260 1.293000 -3.662060
3.633660 2.527130 -4.322330
4.544400 2.450410 -6.254440
4.133320 2.074070 -5.002120
3.056870 1.694340 -3.887100
2.639430 1.891000 -4.006180
2.188070 2.830560 -3.871420
2.201220 4.835560 -4.218510
1.662990 3.481090 -3.623490
1.699010 4.325720 -4.359200
1.568480 2.778860 -3.748510
2.533050 2.241910 -4.260880
0.978976 2.131300 -3.147130
2.867430 1.891850 -2.161390
1.746050 2.460150 -4.186310
2.785230 2.529230 -4.375310
2.312680 2.000330 -3.585780
1.596870 0.672144 -4.323610
3.161960 1.821070 -3.036110
4.243500 1.128580 -1.158680
4.758420 1.100190 -1.964740
3.786650 2.339380 -1.532880
4.266400 2.612730 -1.343450
3.739180 1.915150 -1.865570
4.870310 1.886760 -2.850060
2.760640 1.570600 -2.736470
4.229530 2.607220 -2.737320
4.184180 2.612730 -3.292930
3.715030 3.134420 -3.526440
3.980750 2.939480 -2.900490
3.576880 2.409300 -2.441930
3.209440 2.355480 -2.252070
3.409050 2.606790 -1.913460
1.827430 3.726900 -2.557630
1.443880 2.803430 -2.802170
1.615100 2.245720 -2.462280
1.111620 1.610440 -2.961510
1.873200 2.277080 -2.935240
1.756650 2.644510 -3.967610
1.741400 3.026790 -3.888360
2.526690 2.654690 -3.704860
1.904980 2.672060 -4.285460
2.224100 4.290980 -3.477280
3.279370 3.683660 -3.684940
2.049500 4.605020 -3.912520
1.017530 5.093230 -2.817420
2.236400 5.967940 -3.497210
2.965320 4.485920 -2.909810
2.409300 5.042370 -2.297840
3.091610 4.159590 -2.532630
4.153660 4.021010 -3.064920
5.005930 3.445070 -2.902180
5.606450 3.948980 -3.979900
4.457950 3.778170 -2.780130
5.434390 3.101790 -2.328360
5.680610 3.464990 -2.285130
6.224770 3.364120 -1.700290
5.884040 3.482790 -1.885480
4.639340 2.415240 -2.294880
4.538060 1.970670 -2.660610
4.509650 1.754110 -2.677990
4.405820 2.224530 -2.444060
4.283780 2.442780 -3.819710
4.657130 1.206140 -3.559080
4.665620 0.395833 -2.455920
5.016520 -0.057641 -2.760640
4.596550 0.783185 -2.095690
3.846830 0.968371 -2.480070
3.869730 0.186479 -2.789450
3.400570 -0.264024 -1.519320
5.279270 -0.091537 -1.416760
3.841330 0.016954 -3.261140
3.231900 -0.125435 -2.518210
4.946170 -1.276920 -3.428970
3.868870 -1.246390 -2.862770
4.298600 -2.083830 -2.233000
4.836830 -1.783780 -2.379220
5.704350 -2.782660 -4.620690
4.564750 -2.462280 -4.202820
4.303690 -3.217920 -3.698070
6.026430 -4.477870 -3.450580
5.926000 -5.288180 -3.086100
5.421250 -5.607720 -5.204270
6.072200 -6.387520 -3.804870
5.801380 -6.215870 -3.726470
5.500080 -6.007790 -6.183240
4.552880 -6.679090 -6.751140
3.859980 -7.351230 -7.621200
3.879050 -6.274360 -6.656620
5.512380 -7.010930 -6.515080
3.561200 -7.394890 -6.806660
4.297330 -6.856660 -7.027440
5.361070 -5.318690 -6.268860
4.221470 -6.673570 -6.260370
4.060000 -6.799030 -6.039150
4.515580 -5.509400 -5.086870
4.452880 -4.292240 -4.846150
4.612220 -5.200450 -4.503730
2.900490 -4.179100 -4.361330
3.051780 -4.146040 -3.567980
3.104750 -5.353450 -5.163580
3.887510 -5.200450 -6.963880
2.686040 -5.533980 -5.575090
3.246740 -6.104850 -4.245200
4.645260 -5.674680 -4.942780
3.728600 -5.161880 -5.760710
2.879300 -4.596950 -5.752230
2.710200 -5.448370 -5.174590
1.916000 -5.258080 -5.461080
1.527370 -5.115250 -5.197910
2.133840 -5.927690 -4.403280
1.972360 -5.958630 -4.976260
2.043990 -5.831900 -5.349200
2.624600 -6.190860 -4.967780
2.732230 -7.872510 -4.282070
2.730540 -8.113650 -4.018900
1.798190 -8.949390 -2.959830
1.935920 -7.813600 -3.688330
1.883790 -7.855560 -3.721380
0.792081 -7.066440 -4.417260
1.207400 -9.615180 -4.517280
1.493900 -9.980500 -3.804880
1.577810 -8.640010 -4.368110
1.669780 -10.761600 -3.185700
0.922183 -9.089660 -3.840470
0.030081 -7.410560 -3.615870
1.064590 -8.930320 -2.431750
-0.077140 -8.989650 -2.901330
1.215460 -9.032020 -2.116040
1.920230 -8.561600 -1.200630
1.412940 -7.083390 -2.779700
1.542210 -6.585420 -1.231570
0.332265 -7.049490 -0.839546
0.627644 -6.782070 -0.957363
-0.280132 -6.652400 -0.623405
-0.064416 -5.877260 -0.052552
0.461936 -6.714690 -1.425670
0.157656 -5.559400 -1.789710
0.476348 -5.386500 -1.906680
1.443880 -4.803340 -2.461860
1.362940 -5.802250 -1.786320
1.701130 -5.527620 -1.710030
1.278610 -5.940840 -1.082810
1.958800 -6.227320 -1.066700
0.373793 -6.398110 0.483981
-0.181804 -6.239600 0.101718
0.194098 -6.072210 0.543745
-0.044914 -4.577460 -0.125453
-0.914558 -5.547970 -0.728087
-1.543900 -6.504910 -0.431432
-1.403630 -5.432270 0.437369
-1.513810 -5.908190 -1.417200
-1.887610 -5.218250 0.115282
-0.825144 -4.944050 -0.947617
-2.565260 -5.990840 -1.916850
-1.209520 -5.416150 -0.258940
-0.765376 -6.189600 -1.088320
-1.367180 -6.968540 -1.155280
-2.102480 -6.131110 -1.480340
-2.225380 -4.485920 -1.154010
-1.516790 -3.730700 -0.965834
-1.144260 -3.334460 -1.027720
-1.203170 -3.180190 -0.959478
-1.446840 -3.152650 -0.908200
-2.985670 -3.010680 -1.899040
-2.303770 -3.578570 -1.961770
-2.244020 -3.414130 -2.222410
-3.527280 -3.163660 -3.162810
-1.882100 -4.390990 -2.102900
-2.187240 -3.569240 -1.990600
-1.558730 -4.405400 -0.279708
-1.492200 -4.518560 0.760721
-2.379220 -3.033130 0.627641
-2.130870 -3.546360 1.226900
-2.488120 -2.169010 1.195960
-2.995410 -2.645790 0.597554
-1.265890 -3.262840 2.203760
-1.956690 -2.364810 2.132560
-3.035680 -1.532870 2.666980
-2.870400 -1.336230 2.551700
-2.833960 -0.829378 2.353780
-2.828020 -1.511280 2.311410
-4.238850 -1.923630 2.477960
-3.080610 -1.755810 2.563990
-2.849630 -2.586870 1.546030
-2.956010 -1.275640 1.994410
-3.318360 -3.190790 2.700450
-2.386840 -2.666550 1.861320
-1.559160 -2.536440 1.857510
-2.720790 -2.158420 2.403380
-4.133740 -2.345310 0.836578
-2.018560 -1.505770 1.353630
-3.606960 -2.113070 1.280290
-4.464730 -2.552550 0.155950
-3.922270 -0.842094 0.024575
-2.812760 -2.547890 -0.306410
-3.021700 -2.270290 -0.108061
-1.829970 -1.640110 -0.346664
-1.325650 -1.531620 0.206396
-1.541360 -1.490080 -0.637825
-1.574420 -0.440325 -1.261220
-2.088910 -0.000428 -0.237746
-2.380490 0.083908 -0.022467
-1.728680 2.372860 0.061872
-1.318440 0.431858 0.375913
-2.574160 0.708162 0.579335
-1.848190 1.114590 0.504741
-4.154510 -0.361087 -0.108920
-3.534920 -0.002116 0.775124
-2.911510 -0.419986 -1.565940
-4.318100 -0.158078 -0.286916
-4.367690 -0.629343 -0.023736
-4.212570 -0.796323 -1.154010
-3.704450 -0.381843 -1.064170
-4.116800 -1.192570 -1.834630
-4.812250 -1.464220 -1.332000
-5.280130 -2.087640 -1.542630
-4.427020 -1.348540 -1.415070
-4.207060 -2.458890 -0.996768
-4.491010 -2.808940 -2.048650
-4.823270 -2.124080 -2.447430
-3.531110 -1.829120 -3.033980
-3.061950 -0.829372 -3.535340
-4.707570 -2.962360 -3.465840
-3.818430 -1.080270 -4.617730
-2.549580 -0.753520 -4.072290
-3.176390 0.856078 -2.266070
-3.438280 1.613840 -1.231570
-4.166380 0.506018 -2.331750
-3.695530 0.006779 -1.896070
-3.114930 -0.005940 -0.777255
-2.932270 -1.126460 -0.109337
-4.696120 -0.508974 -0.078405
-4.561780 -1.125620 -1.703680
-4.499900 -0.870056 -0.655627
-4.967360 -1.313350 -0.498803
-3.928640 -0.251313 -1.406160
-3.906590 -0.166555 -1.542200
-3.429390 0.052129 -1.926170
-4.328690 0.934483 -2.222840
-3.376830 -0.063158 -2.442360
-4.240550 -1.294280 -2.481770
-3.985830 -1.461260 -2.219030
-4.381680 0.130103 -2.174940
-4.270620 0.885320 -2.081700
-3.783690 -0.462788 -0.970500
-4.507960 -1.368460 -1.415490
-3.097980 -1.901160 -0.459390
-3.829030 -1.921080 -1.391770
-2.282160 -2.505930 -0.814967
-2.513990 -2.963210 -0.810729
-2.423720 -3.218760 -1.594770
-2.228750 -2.382600 -1.111200
-1.922360 -2.701290 -1.024320
-1.351930 -2.647470 0.364893
-0.945498 -1.962620 -0.003812
-1.198930 -1.459990 0.484828
-0.975164 -1.337090 0.344551
-0.678499 -1.721900 0.249202
-1.417610 -1.329460 0.766224
-1.105270 0.292842 -0.110190
-2.964900 0.426774 -1.660020
-3.329370 0.724276 -1.510430
-2.955170 1.639260 -1.277340
-2.986100 0.734871 -3.989660
-2.397860 0.609841 -2.892870
-2.660620 0.706050 -1.323520
-3.783700 1.056970 -0.325475
-2.030010 -0.261062 -0.802248
-3.098830 0.067381 -1.014150
-2.403790 0.547125 -1.510860
-3.500170 0.390735 -1.836310
-3.075940 -0.751408 -2.561450
-2.070680 0.231826 -1.849460
-3.525180 1.125610 -2.367340
-2.096960 -0.346242 -2.087630
-1.852000 0.448375 -2.512280
-2.052880 -1.460840 -1.291750
-1.356160 0.369974 -1.103570
-1.615520 0.625104 -0.593325
-2.674180 0.127572 -1.747750
-1.801580 0.451765 -1.395150
-0.454309 1.810480 -2.407600
-0.578061 2.625020 -1.155700
-0.935755 1.850300 0.000425
-1.868950 1.482030 -0.368706
-1.114180 3.194170 0.297085
-1.596020 2.344470 1.319290
-0.237756 1.600700 2.321580
-1.411260 2.137640 2.189780
-1.082370 1.354040 2.839040
-0.509412 1.393880 2.904300
-0.734875 0.670030 1.521440
-0.014405 0.527632 1.913880
0.336923 1.126470 0.510681
-0.630616 0.533147 1.515510
-0.422104 -0.214030 2.245720
-1.105260 0.671714 2.074930
0.095362 -0.743768 2.085950
0.100437 -1.281160 1.775300
0.280129 -0.464492 1.525260
-0.303869 -0.642054 2.297000
-1.347690 -1.853270 1.798610
-0.729785 -1.895230 2.345730
-1.013300 -2.799620 2.630100
-2.364800 -2.226640 1.814290
-2.120700 -2.806400 1.315470
-1.732070 -3.056020 0.537379
-1.723590 -1.423110 1.476520
-1.500670 -2.067300 0.906516
-2.048230 -2.571610 2.311830
-3.552300 -1.953720 1.303190
-3.557800 0.144945 1.687150
-3.337000 -0.949312 2.338520
-3.854030 -1.399810 1.248930
-2.080420 -1.316760 1.407020
-4.110860 -1.762160 1.891430
-3.031010 -0.594594 1.952870
-2.347860 -0.274194 1.372680
-2.060930 -0.266146 0.170790
-2.122390 0.115279 1.758340
-1.720210 0.497534 3.266650
-1.363790 0.154694 2.946260
-2.818690 0.618753 2.350810
-3.083140 1.634170 1.474400
-2.921260 1.981680 1.287510
-5.166560 0.573828 2.068570
-3.348440 0.853111 0.766656
-3.245880 0.351765 0.507712
-2.280050 0.307264 0.878962
-1.754950 1.098910 1.069250
-1.379890 0.844639 1.222250
-1.665110 -0.012716 1.982110
-1.803690 0.306830 1.216300
-1.821910 0.339890 2.382600
-1.896080 0.314884 2.292750
-2.072790 -0.131799 1.981270
-1.863880 -0.116542 2.763170
-2.266480 -0.425916 3.754870
-2.411420 -0.600528 3.220890
-0.978990 0.667486 3.047540
-1.879120 -0.906923 2.360140
-2.171970 -1.646880 3.367520
-1.454060 -2.044830 2.402530
-2.614850 -1.901600 0.934905
-0.961185 -2.463130 1.026870
-1.477360 -2.152060 0.606889
-0.934471 -1.827430 0.778085
-1.638000 -2.028740 -0.110181
-0.857349 -0.712412 0.356416
0.707748 -0.968812 0.953131
0.282670 -0.717060 0.041956
1.120950 -0.475076 -0.652647
-0.778522 -1.146810 -0.187317
0.136882 -1.295130 0.589097
-0.245804 -1.623580 0.311068
-0.632732 0.081792 0.890831
-1.310380 -0.497534 1.153580
-0.164870 0.654345 2.524150
-2.138500 1.445150 2.177060
-1.840140 -0.154263 3.072550
-2.395740 2.576280 2.254200
-1.693510 2.192310 1.852860
-3.149680 1.654520 3.317930
-3.468810 1.711730 2.875480
-3.811660 2.335560 1.702830
-4.187580 2.274540 3.852340
-4.387610 3.646370 1.597300
-4.303680 3.537040 2.677140
-5.876830 2.404220 1.916860
-4.367250 1.904550 1.726150
-4.545250 2.797510 2.146970
-4.582120 3.621800 1.325220
-4.622810 4.508800 0.986181
-4.127810 4.065080 1.653660
-4.855900 5.166980 1.811740
-4.165110 4.427440 0.747584
-5.101700 4.299450 1.104000
-3.853620 3.870990 0.767075
-4.403710 3.026780 1.836320
-4.038810 3.406510 1.190030
-3.084850 3.059850 2.166470
-4.620270 2.468640 1.594760
-4.286740 3.269620 2.742410
-3.303950 3.771400 2.997960
-4.008710 2.369890 2.597040
-5.108910 3.129760 3.456940
-5.563640 3.999400 1.545180
-5.414470 3.740460 1.243010
-7.755110 2.021100 0.929389
-7.050340 2.934400 2.676720
-6.436250 2.685630 0.639508
-7.947960 2.688170 -0.451343
-8.019550 2.481350 -0.320395
-7.805970 2.069420 1.067550
-6.001860 2.103320 1.061200
-6.359550 0.222497 0.415747
-5.973880 0.378033 2.188500
-5.341150 1.832510 1.665120
-4.026950 2.868280 2.398290
-3.238270 3.637490 2.680960
-2.721650 4.642310 1.916410
-2.245720 5.215700 2.553400
-2.302070 3.428120 2.032540
-2.339380 3.725200 1.163320
-2.756820 4.410910 2.307590
-4.122730 4.313010 1.515520
-2.575440 3.424730 0.983652
-2.060090 4.434220 2.314380
-2.521190 3.586190 2.635590
-2.664010 3.754450 2.599580
-2.943290 4.008730 3.295890
-2.098240 4.140100 2.673750
-2.335130 3.527290 1.898630
-0.934898 3.473470 1.259960
-1.283270 3.896840 2.444480
0.037298 3.084840 2.285120
0.105944 2.248260 1.765550
-1.867280 2.346160 2.113070
-2.433880 2.736480 1.432450
-2.647890 2.608920 1.344290
-2.327090 3.303950 1.140450
-2.103320 3.377260 0.027539
-0.729358 2.917870 -0.287751
-1.871500 3.353950 -2.133830
-3.339960 3.743000 -1.608320
-2.538990 5.460240 -0.472962
-3.044580 6.211640 -1.628670
-3.987960 4.677490 -2.259700
-4.358360 5.618750 -1.492200
-5.270800 4.845310 -0.956100
-5.973470 3.865900 -2.089330
-5.064830 4.787240 -2.337680
-5.626790 3.083150 -1.793530
-4.814370 2.938630 -3.437870
-5.918780 3.872690 -3.528570
-6.165440 3.324280 -4.067630
-6.196800 3.030600 -3.031020
-6.373120 3.959140 -3.658660
-6.460820 3.483630 -2.692820
-6.155700 2.850060 -3.167900
-6.307000 2.761060 -3.501860
-6.282000 2.948810 -2.207580
-6.102720 3.042460 -0.510675
-6.033210 3.310300 -2.037210
-7.327490 1.372270 -1.247670
-6.928280 1.440920 -1.109090
-7.302920 1.519330 -0.355989
-5.964570 1.632480 -0.046198
-5.729790 2.757660 0.286056
-7.154170 2.505510 -0.582307
-6.671890 1.230700 -1.768940
-6.372250 1.585430 -1.510840
-7.256740 0.944230 -0.854383
-6.967280 1.951180 -1.923630
-7.213930 0.903539 -1.939730
-7.277070 -0.157220 -1.599000
-7.550420 -0.093672 0.257681
-6.423960 -1.458300 -0.351752
-8.641710 -2.079590 -1.085780
-8.702310 -2.255880 -1.991850
-8.595930 -1.536270 -0.622563
-8.162820 -1.780800 -1.252330
-7.871240 -0.083064 -0.022887
-8.286990 0.091965 0.294973
-8.723070 0.557299 0.027546
-7.700440 -0.137735 0.757329
-7.341480 1.393450 -0.447097
-6.835470 0.306829 0.953126
-7.042720 0.279292 0.102978
-7.639850 -0.043652 0.250897
-8.160280 -0.471264 -0.242409
-7.032100 -1.219710 -0.122476
-6.962610 -2.065170 -0.097479
-5.989980 -2.456770 -0.292845
-4.924550 -2.771650 -0.142388
-5.320380 -2.329630 0.315309
-4.251140 -2.609340 -0.643326
-5.427610 -2.393200 0.338619
-5.546270 -2.983560 0.186903
-6.127310 -2.026180 0.297505
-6.124760 -1.031100 1.350230
-5.411090 -1.212910 0.859469
-5.705200 -1.575690 0.675540
-5.908620 -0.377183 1.519330
-6.121380 -2.269880 1.070520
-4.801230 -1.670200 1.459980
-4.232910 -2.984400 2.912780
-4.218930 -3.189080 3.674350
-4.688080 -3.138670 4.028220
-4.568570 -2.933130 3.902770
-3.050090 -1.940580 2.961110
-2.237250 -1.671050 3.500160
-2.739020 -2.438540 2.548310
-2.600860 -3.553560 3.072970
-3.074670 -2.609760 3.652730
-3.224270 -2.240210 4.761820
-3.168340 -1.784620 4.715620
-3.836240 -1.448130 4.913540
-2.227910 -1.015430 5.270380
-3.069580 -1.487960 5.146190
-3.259880 -1.162910 6.206120
-4.421920 -1.128590 6.746050
-3.848100 -0.302175 6.371840
-4.567720 -0.431845 6.270120
-4.972010 -1.616800 6.603230
-4.328690 0.024172 7.746640
-5.462350 0.074591 8.222140
-5.361920 0.296241 8.227230
-5.023740 0.387360 7.271140
-4.635100 0.862435 9.604160
-5.284780 2.424980 8.424300
-4.687650 2.281740 8.091600
-4.204520 3.094580 9.077800
-3.528550 2.670370 8.235270
-2.563560 2.757670 8.015750
-3.549750 0.899302 8.517540
-3.846830 1.148500 6.953710
-2.247420 0.466603 8.693840
-3.655690 0.428450 7.410140
-3.330640 -1.148920 7.744940
-2.016440 -1.445160 7.189350
-3.104760 -0.758181 8.602720
-3.284440 -1.324370 6.941410
-4.355820 -0.840400 7.924210
-3.627300 -1.877010 6.828270
-3.639590 -2.276240 5.728500
-4.566020 -1.576530 5.465750
-3.901080 -1.440060 7.101190
-4.646120 -1.227320 7.801730
-4.556700 -1.285810 6.623150
-4.291390 -1.591370 5.792500
-1.879550 -1.021350 6.129420
-2.234710 -1.601110 6.092540
-1.976610 0.340315 5.790800
-3.687910 -0.523387 4.809270
-3.620530 0.130542 5.113990
-2.617810 0.535681 4.896150
-3.389980 -0.997629 4.911410
-2.983970 -0.108067 4.919060
-3.993480 0.531446 3.873530
-4.042620 0.912859 3.937530
-4.882610 1.105270 3.704860
-3.161550 0.023729 4.248600
-2.433880 -1.531620 3.571790
-3.571360 -1.489660 3.723920
-1.921090 -2.106710 4.778770
-3.609510 -1.389210 3.283190
-2.967040 -2.357600 3.480250
-2.031700 -3.069590 2.310560
-1.754950 -2.984400 2.223260
-1.287080 -4.071020 3.531950
-1.509150 -3.347170 3.489990
-0.881073 -2.571610 3.250970
-1.765980 -2.915740 3.943450
-1.237070 -2.529660 4.310460
-1.433720 -1.664270 4.227830
-1.464660 -1.011610 5.474230
-1.104000 -0.881928 5.252580
-1.055260 -1.052300 5.376750
-2.458050 -2.709350 6.179000
-1.706220 -1.758360 6.427350
-0.884462 -1.024330 6.001010
-0.128829 -0.884476 6.464640
-1.921080 -0.845912 6.055680
-0.446693 0.741649 5.901840
-0.795483 -1.043820 6.220120
0.072037 -0.704781 6.058640
0.909894 -0.415311 8.102210
-0.349209 -0.822181 7.960660
0.316155 -0.414477 7.602130
0.215712 -0.831916 7.196120
0.311926 -1.013730 6.792670
2.338110 -0.213593 7.705950
2.601290 -0.894214 7.130860
2.797510 0.469576 6.174770
2.823770 0.392019 6.357420
2.042720 2.129170 5.401330
4.740620 1.418460 5.466170
2.766140 2.344460 5.343260
3.292070 2.296150 4.957200
2.862770 0.737411 4.573230
4.377010 0.369133 4.726220
3.754440 -0.646719 5.371670
2.742830 -0.414060 5.981940
3.257750 -1.041690 6.428190
2.559330 -1.611290 5.590340
